,accepts_mercadopago,address,attributes,available_quantity,buying_mode,category_id,condition,currency_id,id,installments,listing_type_id,official_store_id,original_price,permalink,price,seller,seller_address,shipping,site_id,sold_quantity,stop_time,subtitle,thumbnail,title
13,True,"{u'city_id': u'TUxBQlBBTDI1MTVa', u'state_id': u'AR-C', u'city_name': u'Palermo', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,new,ARS,MLA554134747,"{u'currency_id': u'ARS', u'amount': 892.44, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-554134747-iphone-5c-de-16gb-4-dias-de-uso-sin-caja-_JM,7000.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 82867837, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQlBBTDI1MTVa', u'name': u'Palermo'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 96672234, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-06-06 23:49:01,,http://mla-s2-p.mlstatic.com/179101-MLA20277150422_042015-I.jpg,Iphone 5c De 16gb  4 Dias De Uso Sin Caja!
14,True,"{u'city_id': u'TUxBQ0xBTWF0YW56', u'state_id': u'AR-B', u'city_name': u'La Matanza', u'state_name': u'Buenos Aires'}",[],1,buy_it_now,MLA121408,new,ARS,MLA551437136,"{u'currency_id': u'ARS', u'amount': 1147.42, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551437136-iphone-5c-blanco-16gb-libre-para-todas-nuevo-en-caja-_JM,8999.99,"{u'car_dealer': False, u'power_seller_status': None, u'id': 141001057, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQ0xBTWF0YW56', u'name': u'La Matanza'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.560757, u'state': {u'id': u'AR-B', u'name': u'Buenos Aires'}, u'latitude': -34.66645, u'address_line': u'', u'id': 104597274, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-20 12:22:30,,http://mla-s2-p.mlstatic.com/21738-MLA20217209029_122014-I.jpg,Iphone 5c Blanco 16gb Libre Para Todas Nuevo En Caja!!!
15,True,"{u'city_id': u'TUxBQkJBUjM0MDha', u'state_id': u'AR-C', u'city_name': u'Barracas', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,new,ARS,MLA551570501,"{u'currency_id': u'ARS', u'amount': 1096.43, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551570501-iphone-5c-16gb-amarillo-nuevo-libre-entrega-inmediata-_JM,8600.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 59150774, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQkJBUjM0MDha', u'name': u'Barracas'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 94115773, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-21 14:56:11,,http://mla-s1-p.mlstatic.com/23060-MLA20241659585_022015-I.jpg,Iphone 5c 16gb Amarillo: Nuevo! Libre! Entrega Inmediata
16,True,"{u'city_id': u'TUxBQ1FVSWI1MzY', u'state_id': u'AR-B', u'city_name': u'Quilmes', u'state_name': u'Buenos Aires'}",[],1,buy_it_now,MLA121408,used,ARS,MLA551288988,"{u'currency_id': u'ARS', u'amount': 892.44, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551288988-iphone-5c-16-sin-vueltas-_JM,7000.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 177923446, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQ1FVSWI1MzY', u'name': u'Quilmes'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.28264, u'state': {u'id': u'AR-B', u'name': u'Buenos Aires'}, u'latitude': -34.754818, u'address_line': u'', u'id': 158160846, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-19 14:13:03,,http://mla-s1-p.mlstatic.com/780101-MLA20265984882_032015-I.jpg,Iphone 5c 16 Sin Vueltas
17,True,"{u'city_id': u'TUxBQlZJTDc4MDda', u'state_id': u'AR-C', u'city_name': u'Villa del Parque', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA551646202,"{u'currency_id': u'ARS', u'amount': 917.94, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551646202-iphone-5c-como-nuevo-16gb-color-azul-excelente-estado-_JM,7200.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 47367868, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQlZJTDc4MDda', u'name': u'Villa del Parque'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 70567825, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-22 01:25:44,,http://mla-s1-p.mlstatic.com/23192-MLA20243247863_022015-I.jpg,Iphone 5c Como Nuevo 16gb Color Azul Excelente Estado
18,True,"{u'city_id': u'TUxBQkFMTTMwNTBa', u'state_id': u'AR-C', u'city_name': u'Almagro', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA552399477,"{u'currency_id': u'ARS', u'amount': 841.45, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-552399477-iphone-5c-blanco-liberado-con-accesorios-_JM,6600.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 72245306, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQkFMTTMwNTBa', u'name': u'Almagro'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 85221148, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-26 15:11:25,,http://mla-s2-p.mlstatic.com/340201-MLA20270464170_032015-I.jpg,Iphone 5c Blanco - Liberado - Con Accesorios
19,True,"{u'city_id': u'TUxBQk7a0TcwOTRa', u'state_id': u'AR-C', u'city_name': u'Núñez', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA552842051,"{u'currency_id': u'ARS', u'amount': 930.69, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-552842051-iphone-5c-16gb-usado-dos-fundas-cargador-de-pared-_JM,7300.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 66677295, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQk7a0TcwOTRa', u'name': u'Núñez'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 88721234, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-29 17:25:00,,http://mla-s2-p.mlstatic.com/868001-MLA20261973430_032015-I.jpg,Iphone 5c 16gb Usado + Dos Fundas + Cargador De Pared
20,True,"{u'city_id': u'TUxBQkZMTzMwNzRa', u'state_id': u'AR-C', u'city_name': u'Flores', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA552897214,"{u'currency_id': u'ARS', u'amount': 892.44, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-552897214-iphone-5c-16gb-azul-funda-_JM,7000.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 172608027, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQkZMTzMwNzRa', u'name': u'Flores'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.470528, u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': -34.60994, u'address_line': u'', u'id': 154440268, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-29 22:48:29,,http://mla-s1-p.mlstatic.com/22286-MLA20227573057_012015-I.jpg,Iphone 5c 16gb Azul + Funda
21,True,"{u'city_id': u'TUxBQkJFTDcyNTJa', u'state_id': u'AR-C', u'city_name': u'Belgrano', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA553327457,"{u'currency_id': u'ARS', u'amount': 892.31, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-553327457-iphone-5c-16-gb-como-nuevo-_JM,6999.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 5812392, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQkJFTDcyNTJa', u'name': u'Belgrano'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.444695, u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': -34.562065, u'address_line': u'', u'id': 159968172, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-06-01 18:39:20,,http://mla-s1-p.mlstatic.com/150201-MLA20274225746_042015-I.jpg,Iphone 5c 16 Gb Como Nuevo
22,True,"{u'city_id': u'TUxBQlBBTDI1MTVa', u'state_id': u'AR-C', u'city_name': u'Palermo', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA553977743,"{u'currency_id': u'ARS', u'amount': 828.7, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-553977743-iphone-5c-color-rosa-chicle-de-16-gb-_JM,6500.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 158432336, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQlBBTDI1MTVa', u'name': u'Palermo'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.42857, u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': -34.58636, u'address_line': u'', u'id': 160138160, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-06-06 00:17:52,,http://mla-s2-p.mlstatic.com/901201-MLA20276428546_042015-I.jpg,Iphone 5c Color Rosa Chicle De 16 Gb
23,True,"{u'city_id': u'', u'state_id': u'AR-C', u'city_name': u'Capital federal Centro', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA551786478,"{u'currency_id': u'ARS', u'amount': 905.06, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551786478-iphone-5c-liberado-de-fabrica-como-nuevo-_JM,7099.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 94703699, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'', u'name': u'Capital federal Centro'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 60040345, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-23 02:18:21,,http://mla-s1-p.mlstatic.com/811001-MLA20262861148_032015-I.jpg,Iphone 5c Liberado De Fabrica Como Nuevo
24,True,"{u'city_id': u'', u'state_id': u'AR-C', u'city_name': u'Las canitas', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA551997016,"{u'currency_id': u'ARS', u'amount': 828.7, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551997016-i-phone-5c-blanco-pocos-meses-de-uso-impecable-_JM,6500.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 139383190, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'', u'name': u'Las canitas'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.38159, u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': -34.60372, u'address_line': u'', u'id': 159548631, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-24 12:13:25,,http://mla-s2-p.mlstatic.com/421201-MLA20268883974_032015-I.jpg,I Phone 5c Blanco - Pocos Meses De Uso!! Impecable!!!
25,True,"{u'city_id': u'TUxBQ0NBUjJmZDQx', u'state_id': u'AR-B', u'city_name': u'Cariló', u'state_name': u'Buenos Aires'}",[],1,buy_it_now,MLA121408,new,ARS,MLA551547718,"{u'currency_id': u'ARS', u'amount': 1083.68, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-551547718-iphone-5c-16gb-liberado-_JM,8500.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 57021783, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQ0NBUjJmZDQx', u'name': u'Cariló'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -56.834084, u'state': {u'id': u'AR-B', u'name': u'Buenos Aires'}, u'latitude': -37.09034, u'address_line': u'', u'id': 150786650, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-21 07:09:07,,http://mla-s2-p.mlstatic.com/722001-MLA20266995411_032015-I.jpg,Iphone 5c 16gb Liberado 
26,True,"{u'city_id': u'', u'state_id': u'AR-C', u'city_name': u'Capital Federal', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA552717005,"{u'currency_id': u'ARS', u'amount': 917.94, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-552717005-impecable-iphone-5c-usado-16-gb-blanco-_JM,7200.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 49706804, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'', u'name': u'Capital Federal'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': u'', u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': u'', u'address_line': u'', u'id': 86285779, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-28 22:41:58,,http://mla-s1-p.mlstatic.com/623101-MLA20271781664_032015-I.jpg,Impecable Iphone 5c Usado 16 Gb Blanco
27,True,"{u'city_id': u'TUxBQkZMTzMwNzRa', u'state_id': u'AR-C', u'city_name': u'Flores', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA552897241,"{u'currency_id': u'ARS', u'amount': 892.44, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-552897241-iphone-5c-16gb-celeste-_JM,7000.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 172608027, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'TUxBQkZMTzMwNzRa', u'name': u'Flores'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.470528, u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': -34.60994, u'address_line': u'', u'id': 154440268, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-05-29 22:48:52,,http://mla-s1-p.mlstatic.com/21919-MLA20220450610_012015-I.jpg,Iphone 5c 16gb Celeste
28,True,"{u'city_id': u'', u'state_id': u'AR-C', u'city_name': u'CABA', u'state_name': u'Capital Federal'}",[],1,buy_it_now,MLA121408,used,ARS,MLA553924301,"{u'currency_id': u'ARS', u'amount': 701.2, u'quantity': 12}",free,,,http://articulo.mercadolibre.com.ar/MLA-553924301-iphone-5c-blanco-16gb-usado-liberado-_JM,5500.0,"{u'car_dealer': False, u'power_seller_status': None, u'id': 117546132, u'real_estate_agency': False}","{u'comment': u'', u'city': {u'id': u'', u'name': u'CABA'}, u'country': {u'id': u'AR', u'name': u'Argentina'}, u'longitude': -58.396137, u'state': {u'id': u'AR-C', u'name': u'Capital Federal'}, u'latitude': -34.59697, u'address_line': u'', u'id': 154409414, u'zip_code': u''}","{u'free_shipping': False, u'mode': u'not_specified'}",MLA,0,2015-06-05 19:05:52,,http://mla-s2-p.mlstatic.com/202201-MLA20276203408_042015-I.jpg,Iphone 5c Blanco 16gb Usado Liberado
